Filename,Meeting Date,ArcGIS_Date,Meeting Type,Location,Start Time,End Time,Action Taken,Staff Code,Status,Document_Link
07032024 minutes.pdf,"SEPTEMBER 11, 2024",2024-09-11,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:08 pm,"Approved consent agenda correction . | Adopted Resolution No. 2024- 12. | Adopted Resolution No. 2024- 13. | Adopted Resolution No. 2024- 15. Village | Approved award of Invitation to Bid 100124, Disaster Debris Monitoring Services for the Village of Estero to the apparent low bidder, Disaster Program Operations, Inc. to provide on- call disaster debris monitoring services as provided in the contract for a one -year period, at the rates submitted on their bid, authorize the Village Manager to execute contract documents on behalf of the Village of Estero | Approved award of Invitation to Bid 100224, Disaster Recovery Services for the Village of Estero to CrowderGulf Jo",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07032024%20minutes.pdf
061715 Regular Meeting Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/061715%20Regular%20Meeting%20Approved%20Minutes.pdf
06022021 minutes.pdf,"JUNE 16, 2021",2021-06-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:26 am,"Approved agenda with the addition of 7(c) – Letter to Lee County Visitor & Convention Bureau and 7(d) U.S. Army Corps of Engineers . . | Approved the consent agenda. | Approved award of Supplemental Task Authorization (STA) – 04 Contract EC 2020- 42 to Bruce Howard & Associates under the Village’s Misc. Service Contract CN 2020- 01 in the amount of $60,000, approve award of Supplement al Task Authorization (STA) – 03 Contract EC 2020- 67 to RWA Engineering under the Village’s Misc. Service Contract CN 2020 -01 in the amount of $11,700, approve a contingency fund amount of $7,200 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authoriz",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/06022021%20minutes.pdf
01272021 minutes.pdf,"January 27, 2021",2021-01-27,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:45 pm,"Approved to permit | Approved agenda . | Approved Resolution No. 2021- 01. Village | A dopted the Land Development Code Ordinance 2020- 10 and Official Zoning Map as amended in the “Addendum of Recommended Changes ” document dated January 19, 2021 as well as the addition of a sentence to Table 3- 405.C that states “A stand -alone car wash which has applied but has not been determined to be complete for an application for Development Order prior to January 27, 2021, and which submits a complete application for Development Order prior to April 27, 2021, a permitted use and not a special exception use shall apply.”",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/01272021%20minutes.pdf
03032021 minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"Estero River, Estero, FL",9:30 am,11:44 am,"Approved the Consent Agenda. | Appointed nine members, Kristin Jeannin, Barry Jones, Michael Sheeley, Jim Wallace, Anthony Gargano, Marlene Naratil, James Tatooles, Leonard Scotty Wood, and Howard Levitan. | Appointed Kristin Jeannm, Barry Jones, Jim Wallace, and Howard Levitan. to a two-year term and Michael Sheeley, Anthony Gargano, Marlene Naratil, James Tatooles, and Leonard Scotty Wood to a three- year term. | Appointed Howard Levitan and Leonard Scotty Wood as co-chairs of the Planning, Zoning, and Design Board. | Approved Estero River North Branch Drainage Improvements contract with JR Evans Engineering under Supplemental Task Authorization (STA) - 03 Contract EC 2020-30 Miscellaneous",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/03032021%20minutes.pdf
20191204 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"Via Coconut Point and River Ranch Road, Estero, FL",9:30 am,Unknown,"Approved the agenda. | Approved the Consent Agenda. | Approved the lien mitigation request releasing any outstanding liens against the Property in exchange for payment of a reduced fine of $2,000.00 and $202.15 for administrative costs. | Postponed the request until the property owner is available to provide information. | 1) Approved consultants ranking for Via Coconut Point Landscape Improvements as follows: 1. Kimley-Hom and Associates, Inc.; 2. J.R. Evans Engineering, Inc.; 3. Q. Grady Minor & Associates, Inc.; 4. Agnoli Barber & Bmndage, Inc. 2) Authorized the Village Manager to execute the attached contract on behalf of the Village | 1) Approved consultants ranking for River Ranch Road",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/20191204%20Council%20Meeting%20Approved%20Minutes.pdf
2020-01-22 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda as revised, pulling Agenda Item 13 ( c) Budget and Capital Improvement Program (CIP) Presentation. | 1) Approved award of Request for Bids No. RFB 2020-02, Disaster Recovery Services for the Village ofEstero to CrowderGulf Joint Venture, Inc. to provide on-call disaster recovery services as provided in the Village | 1) Approved award ofRequest for Bids No. RFB 2020-01, Disaster Debris Monitoring for the Village ofEstero to Rostan Solutions, LLC to provide on­ call disaster debris monitoring services as provided in the contract for a one­ year period, at the rates listed in the contract. 2) Authorized the Village Manager to execute the contract documents on behalf of the V",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/2020-01-22%20Council%20Meeting%20Approved%20Minutes.pdf
090315 Regular Meeting Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/090315%20Regular%20Meeting%20Approved%20Minutes.pdf
110216 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda as amended: changing agenda item 5 from | Approved the Consent Agenda. | Passed first reading of Ordinance No. 2016-13 and scheduled second reading and | Approved encouraging Bonita Springs City | Adopted Resolution No. 2016-33. | Adopted Resolution No. 2016-34. | Authorized the Village Manager to provide 65-day notice to Lee County for Village assumption of road maintenance responsibilities. | Tabled the agenda item and another invitation will be extended to the Executive Director to come to a | Approved 4% increase for | Approved a modification to the Benefits Policy that would add spousal or dependent child coverage, with the affected employee paying 25% of the cost.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/110216%20Council%20Meeting%20Approved%20Minutes.pdf
06192024 minutes.pdf,"June 19, 2024",2024-06-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:59 am,"Approved consent agenda. | Approved Contract Number 240004 Construction Manager at Risk (CMAR) agreement between Village of Estero and Manhattan Construction Company and to author ize the Village Manager to execute the agreement and any related documents or amendments as may be necessary, except for the Guaranteed Maximum Price amendment, which will be approved by | Approved the engagement for Horiz on Solutions Group, Inc. between the Village of Estero and Horizon Solutions Group, Inc and authorize the Village Manager to execute the engagement documents on behalf of the Village of Estero | Approved Comprehensive Annual Financial Report. | Approved this Resolution which au thorizes the Villa",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/06192024%20minutes.pdf
11192025.pdf,"November 19, 2025",2025-11-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:26 am,"Approved consent agenda . | Approved the scoring ranking and award a mutually agreeable contract to the top scoring firm which is CBIZ CPAs P.C. to provide audit services for the Village. Should negotiations fail with the top scoring firm, authorize negotiations to begin with the second scoring firm and award a mutually agreeable contract and authorize the Village Manager to sign a contract and any other additional implementation documents within the scope of the contract on behalf of the Village of Estero | Adopted Resolution No. 2025- 23. | Adopted Resolution No. 2025- 26. | Adopted Ordinance No. 2025- 13 on first reading and schedule 2nd reading on December 3 , 2025. | Approved Ordinance",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/11192025.pdf
09102025.pdf,"September 10, 2025",2025-09-10,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,6:55 pm,Approved consent agenda . | Adopted Resolution No. 2025- 13 and following adoption | Approved Agreement for Tourist Development Tax Funding FY 2025- 2026. Village | Adopted Resolution No. 2025- 16. | Approved agreement between Village of Estero and the Estero Forever Foundation for Happehatchee Complex property management activities. | Approved the renewal of Forerunner floodplain management software for a period of two years 10/1/2025 through 9/30/2027. | Adopted Resolution No. 2025- 21. | Approved Ordinance No. 2025-09.,ON/CO,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/09102025.pdf
07062022 minutes.pdf,"July 6, 2022",2022-07-06,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:55 pm,"Approved agenda with tabling 8b. | Approved Comprehensive Annual Financial Report | A dopted Resolution No. 2022- 20. | Adopted Resolution No. 2022- 18. | Passed first reading of Ordinance No. 2022- 05 with the map 2A-1 and set second reading for July 20, 2022. | Approved m otion to transmit Comprehensive Plan Amendment and Ordinance No. 2022- 06 to state review agency. | Passed Ordinance No. 2022- 07 on the first reading. | Passed first reading of Ordinance No. 2022- 08. | Passed m otion to move Capital Improvement Hearing and Resolution 2022- 19 on to second | A pprove d Ordinance No. 2022 -04",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07062022%20minutes.pdf
2019-07-24 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"Estero River, Estero, FL",9:30 am,Unknown,"Approved the agenda. | Approved the Consent Agenda. | Adopted Resolution No. 2019-10. | Adopted Resolution No. 2019-11 and authorized the Village Mayor to execute the agreement on behalf of the Village ofEstero | 1) Approved the contract with Coastal Engineering Consultants, Inc. for the performance of a sedimentation analysis of the Estero River. 2) Authorized the Village Manager to execute an agreement on behalf of the Village of Estero | Adopted Resolution No. 2019-09. | Passed first reading of Ordinance No. 2019-23 and approved transmittal of CPA 2019-01. | Passed first reading of Ordinance No. 2019-24 and approved transmittal of CPA 2019-02. | Passed first reading of Ordinance No. 2019-",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/2019-07-24%20Council%20Meeting%20Approved%20Minutes.pdf
0162021 Minutes.pdf,"January 6, 2021",2021-01-06,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:26 am,Approved agenda. | Approved the Consent Agenda. | Estero Chamber of Commerce approval of financial support for Strategic Plans for Future Growth and Impact . | Passed first reading of Ordinance No. 2020- 11 and schedule second reading/ | Passed first reading of Ordinance No. 2021- 01 and schedule second reading/ | Approved m otion for a continuance until February 3 with the goal of making a final decision . | A dopted Ordinance 2020- 07.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/0162021%20Minutes.pdf
07212021 Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:44 pm,"Approved agenda with the deletion of 6(b) and the addition of 7(b) 5/3 Bank Discussion. | Approved the consent agenda with the correction to minutes. | Approved the committee ranking for the purchase of a Community Development Software package as follows: Number 1 -- CityView; Number 2 -- EnerGov (Tyler Technologies); Number 3 -- Accela (Silver Lining Solutions, LLC), and authorize Village Manager to negotiate a contract with the Number 1 ranked firm, CityView (pricing based on a piggyback of The City of Naples contract) to purchase a Community Development Software package. | Approved Resolution 2021-15. | Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Main",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07212021%20Minutes.pdf
111517 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda as amended, tabling agenda item 5 (b ). | Approved the Consent Agenda. | Passed second reading and adopted Ordinance No. 2017-10. | Adopted Resolution No. 2017-32. | Adopted Resolution No. 2017-33. | Approved the contract with Agnoli, Barber and Brundage, Inc. as recommended, utilizing the A-1 alternative.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/111517%20Council%20Meeting%20Approved%20Minutes.pdf
11202024 minutes.pdf,"DECEMBER 4, 2024",2024-12-04,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:03 pm,"Approved consent agenda. | Tabled Resolution No. 2024- 21. | Adopted Resolution No. 2024- 22 with the change to the fund balance carry -over for the driving range funds of $21,566. | Approved Task Order for permitting and engineering study services between the Village of Estero and JR Evans Engineering, P.A. | Authorize the Village Manager to execute the Federally Funded Subaward and Grant Agreement for Hurricane Milton between the Village of Estero and the State of Florida. | Approved Ordinance No. 2024-08.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/11202024%20minutes.pdf
05042022 minutes.pdf,"May 4, 2022",2022-05-04,Village Council,"US 41, Estero, FL",9:30 am,10:57 am,"Approved agenda. Vo te: (Roll Call) Aye: | Approved the Consent Agenda . | Approve Misc. Contractor Services contract EC 2019- 66 STA 21 with P & T Lawn & Tractor Services for $109,872 to replace trees along US 41 and provide additional landscape maintenance work on medians 22- 24, approve a contingency fund amount of $11,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execu te the contract documents on behalf of the Village of Estero | Approved Misc. Contractor Services contract EC 2019 -59 STA 08 with Cougar Contracting, LLC for $52,815 for the repair of sidewalks along",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/05042022%20minutes.pdf
2020-02-19 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Postponed two weeks. | Passed first reading ofOrdinance No. 2020-02 and scheduled second reading / | Adopted Ordinance No. 2019-23.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/2020-02-19%20Council%20Meeting%20Approved%20Minutes.pdf
051816 Council Meeting Approved Minutes.pdf,"JUNE 1, 2016",2016-06-01,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda, with a revision to address Agenda Item 4 (b)(l) prior to 4 (a)(l). | Approved the Consent Agenda. | Adopted Ordinance No. 2016-05, amending the Commercial Planned Development Zoning Resolution No. Z-09-037, Section 2.B, as revised by including a statement that this approval is unique to this particular petition and is not to be considered a precedent in other matters. | Approved first reading of Ordinance No. 2016-06 and advanced to second reading and | Adopted Resolution No. 2016-10 establishing a Village Credit Card Account with SunTrust. | Awarded RFP 2016-01 -Village Traffic Study to Kimley-Horn and authorized the Village Manager, with the assistance of | Approved th",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/051816%20Council%20Meeting%20Approved%20Minutes.pdf
053117 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved the agenda. | Passed second reading of Ordinance No. 2017-06.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/053117%20Council%20Meeting%20Approved%20Minutes.pdf
062415 Workshop Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/062415%20Workshop%20Approved%20Minutes.pdf
09092020 Council Meeting Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"Corkscrew Road and Estero Parkway, Estero, FL",9:30 am,Unknown,"Approved the Agenda. | Approved the Consent Agenda. | Adopted Resolution No. 2020-15 | Adopted Resolution No. 2020-16 with the addition of budgeting an additional $35,000 for extra marine pa trol on the E stero River and $10,000 to upgrade the audio equipment V illage | Adopted Ordinance 2020-06. | Approved Change Order one to Contract No. EC 2018-50- STA3 for CEI services for Estero Parkway Roadway and Landscape Improvement Village | Approved the modified Interlocal Agreem ent between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal with the two corre ctions to the contract. Authorize the Mayor to execute this agreement on behalf of the Village of Estero |",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/09092020%20Council%20Meeting%20Minutes.pdf
083116 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda as revised. | Approved the Consent Agenda. | Adopted Ordinance No. 2016-10 as amended. | Adopted Resolution No. 2016-21. | Moved to Workshops: agenda item 7 (a)(6) (d) Traffic Study Consultant Agreement Community Development Director Gibbs provided an explanation of the study and noted the lengthy time frame due to the traffic counts being conducted during ""season"" beginning with March 2017. Questions or Comments by: | Continued to September 21, 2016 | (1) Concurred with the recommendation of the | Approved the Interlocal Agreement with Lee County for the continuation of the University Landscaping Operation and Maintenance Special Improvement Unit to provide an enhanced l",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/083116%20Council%20Meeting%20Approved%20Minutes.pdf
03272015 minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/03272015%20minutes.pdf
07262023 minutes.pdf,"July 26, 2023",2023-07-26,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,9:47 am,"Approv ed the Consent Agenda . Vot e: (Roll Call) Aye : | Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agre ement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads. | Approved a Sovereignty Submerged Lands easement with the Florida Department of Environmental Protection for the Sunny Groves force main and authorize the Village Mayor to sign the easement and any other associated documents on behalf of the Village.",ON/CO,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07262023%20minutes.pdf
02052025.pdf,"FEBRUARY 19, 2025",2025-02-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:08 am,"Approved consent agenda . | Approved Resolution No. 2025- 01 to reappoint two (2) Planning, Zoning, and Design Board members for a one -year term. | Adopted Ordinance No. 2024- 14 with",ON/CO,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/02052025.pdf
071515 Regular Meeting Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/071515%20Regular%20Meeting%20Approved%20Minutes.pdf
Cancel 021716 Council Meeting.pdf,"February 17, 2016",2016-02-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,,Meeting Cancelled,,Cancelled,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/Cancel%20021716%20Council%20Meeting.pdf
01242024 minutes.pdf,"January 24, 2024",2024-01-24,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:39 pm,"Approved consent agenda. | Approved Interlocal Agreement for Election Services with the Supervisor of Elections. Village | Approved EC 2024- 10 in the amount of $151,440 for CW3 Engineering, Inc. to provide construction engineering and inspection services for the Estero on the River Phase 1 Improvements, approve a $15,000 contingency for additional services tha t may be required to complete the project and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved EC 2024- 09 in the amount of $490,560.65 for HighSpans Engineering, Inc. to provide construction engineering and ins",ON/CO,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/01242024%20minutes.pdf
11182020 Council Meeting Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:45 pm,"Approved the Agenda. | Approved the Consent Agenda. | Approved both contracts; one for masks with Full-Throttle Marketing and contract for testing with Lab 24, and an approval to pay Lab 24 the $90,000 deposit up front of the $120,000 expected total",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/11182020%20Council%20Meeting%20Minutes.pdf
03162022 minutes.pdf,"APRIL 6, 2022",2022-04-06,Village Council,"Corkscrew Road and US 41, Estero, FL",9:30 am,11:12 am,"Approved agenda. Vo te: (Roll Call) Aye: | Approved the Consent Agenda . | Approved initiation of a rezoning and Comprehensive Plan Amendme nt for property south of Estero River, East of US 41 and north of Corkscrew Road . | Approved the purchase of the 10- acre vacant parcel, commonly known as “River Oaks” at the east end of Broadway Avenue. | Approved First Addendum to Peoples Gas System, Inc. “(TECO)” Franchise Agreement Ordinance 2021 -09. | Approved the contract with Atkins North Amer ica to provide design and permitting services for the Sandy Lane and Broadway East Bicycle/Pedestrian Improvements Project in the amount of $671,513.25, approve a contingency fund",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/03162022%20minutes.pdf
091615 Regular Meeting Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/091615%20Regular%20Meeting%20Approved%20Minutes.pdf
04192023  minutes.pdf,"MAY 3, 2023",2023-05-03,Village Council,"1 Estero Parkway, Estero, FL",9:30 am,11:25 am,"Approv ed the Consent Agenda . | A dopted Resolution No. 2023- 09. | A pproved the award of Supplemental Task authorization 04 to Contract EC 2023- 38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Ma in Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional impleme nting documents within the scope of the STA on behalf of the Village of Estero | Approv ed the consultants ranking f or Williams Road Widening Preliminary Design and Engineering P roject as follows: Number 1 – Kisinger Campo",ON/KE,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/04192023%20%20minutes.pdf
02192025.pdf,"February 19, 2025",2025-02-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:21 am,,ON/CO,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/02192025.pdf
12072022 minutes.pdf,"December 7, 2022",2022-12-07,Village Council,"Williams Road, Estero, FL",9:30 am,12:03 pm,"Approved the Consent Agenda . | A pprove d initiation of the rezoning process for Village -owned property on the north side of Williams Road | Approved the contract with Vieste, LLC for the Williams Road Mixed - Use Development Project and authorize the Village Manager to Village | Approved Resolution No. 2022- 12.",ON/CO,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/12072022%20minutes.pdf
040715 Workshop Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/040715%20Workshop%20Minutes.pdf
2019-04-24 Council Meeting Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/2019-04-24%20Council%20Meeting%20Approved%20Minutes.pdf
05152024 minutes.pdf,"JUNE 5, 2024",2024-06-05,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:17 pm,"Approved consent agenda. | Approved Resolution No. 2024- 05. | Approved the Village Manager to execute the High- 5 | Approved that Wright Construction Group is granted a Notice to Proceed on their phase 1 construction costs based on GMP#1. | Passed First Reading of Ordinance No. 2024-06 and set second reading for June 5, 2024.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/05152024%20minutes.pdf
060315 Regular Meeting Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/060315%20Regular%20Meeting%20Approved%20Minutes.pdf
122016 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda. | Approved the Interlocal Agreement which formally transfers all responsibilities from the County to the Village effective January 7, 2017.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/122016%20Council%20Meeting%20Approved%20Minutes.pdf
