Filename,Meeting Date,ArcGIS_Date,Meeting Type,Location,Start Time,End Time,Action Taken,Staff Code,Status,Document_Link
20191016 Council Meeting Approved Minutes.pdf,"October 16, 2019",2019-10-16,Village Council,"Coconut Road and Estero High School, Estero, FL",9:30 am,12:14 pm,"Approved the agenda. 3. PUBLIC COMMENT ON NON-AGENDA ITEMS: Richard Ferreira, Bonita Springs, former Bonita Springs Deputy Mayor, spoke regarding Coconut Road. Village Council Meeting Final Action Agenda/Minutes - October 16, 2019 Page 1 of 5 4. PROCLAMATIONS: (a) Darren Nelson, Estero High School Football Coach (b) Mason Crowell, 1st Annual Jaws vs. Claws MVP Proclamations presented by Mayor Ribble. Present: Darren Nelson, Mason Crowell, Gary White, Athletic Director, Chris Patricca, Lee County School Board Member and Florida School Board Association Vice President; and. Mason CrowelPs mother and grandmother. 5. CONSENT AGENDA: (a) October 2, 2019 Council Meeting Minutes | Approved the Consent Agenda. 6. CONSIDERATION OF ITEMS DEFERRED FROM CONSENT AGENDA: None. 7. FIRST READING OF ORDINANCE: (a) Ordinance No. 2019-29 An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions a Rezoning from Commercial Planned Development to Mixed Use Planned Development to Allow a Multiple Family Project and Commercial Development on Property Located 1,000 feet West of Interstate 75 and South ofCorkscrew Road Consisting of Approximately 43 Acres; Providing for Conflicts; Providing for Severability; and Providing an Effective Date Staff Presentation/Comments: Village Clerk Hall; Community Development Director Gibbs. Council Questions or Comments: Councilmembers Levitan, Boesch, McLain, Batos, Wilson, and Vice Mayor Errington | Passed first reading of Ord",SS,Accepted,https://your-website.com/estero-pdfs/20191016 Council Meeting Approved Minutes.pdf
20191106 Council Meeting Approved Minutes.pdf,"November 20, 2019",2019-11-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:10 am,"Approved Councilmember Levitan attending the meeting via teleconference | Approved the agenda | Adopted Resolution No. 2019-23 as provided by Section 163.08, F.S., to authorize the PACE program in the Village ofEstero for commercial properties and execute the following agreements: 1) Party Membership Agreement to the Florida Green Finance Authority; 2) Limited Purpose Party Membership Agreement with the Florida Resiliency and Energy District; 3) Non-Exclusive Interlocal Subscription Agreement Relating to the Funding and Financing of Qualifying Improvements by the Florida PACE Funding Agency; and 4) Membership Agreement with the Green Corridor Property Assessment Clean Energy (PACE) District. In addition, authorized the Mayor or the Village Manager to sign the agreements | Adopted the following standards: Fixture - Side Mounted Cyclone Domia; Pole - Nova NPT866050D28-AB-BAW-BR-TX; Arm - (Option 2) Nova Modified NP529-72; Base - Nova NP Alder; Color - Dark Bronze",SS,Accepted,https://your-website.com/estero-pdfs/20191106 Council Meeting Approved Minutes.pdf
20191120 Council Meeting Approved Minutes.pdf,"December 4, 2019",2019-12-04,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:01 pm,"Council will recognize Councilmember Wilson's absences as excused | Waived Council Rules in order to approve the agenda with revisions: move workshop 11 (a) Renewal ofEstero Chamber of Commerce Sponsorship to Action Item 6 (f) and replace 11 (a) with another Workshop Item: Estero Forever Foundation | Approved the Lee County Interlocal Agreement for Subgrant Funding via the West Coast Inland Navigation District (WCIND) | Approved the 2019-2020 Interlocal Agreement between Village of Estero and Lee County for Stray Animal Control Services | (1) Approved award of Request for Bids No. RFB 2019-08, On-Call Street Light Inspection and Maintenance for the Village ofEstero to American Infrastructure Services, Inc. to provide on-call street light inspection and maintenance services as provided in the contract for a one-year period, at the rates listed in the contract (including all Options). (2) Authorized the Village Manager to execute the contract documents on behalf of the Village ofEstero Council. (3) Granted the Village Manager the authority to renegotiate and execute the renewal of this contract for three (3) additional one (1) year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero | (1) Approved the recommendation of Public Works Staff to select all 14 contractors that submitted Qualifications Statements, for a contract period of one year. The firms are: a) American Infrastructure Services, Inc.; b) Big League Builders, Inc.",SS,Accepted,https://your-website.com/estero-pdfs/20191120 Council Meeting Approved Minutes.pdf
20191204 Council Meeting Approved Minutes.pdf,"January 8, 2020",2020-01-08,Village Council,"4410 Coconut Road, Estero, FL",9:30 am,Unknown,"Approved the agenda | Approved the Consent Agenda | Approved the lien mitigation request releasing any outstanding liens against the Property in exchange for payment of a reduced fine of $2,000.00 and $202.15 for administrative costs | Postponed the request until the property owner is available to provide information | 1) Approved consultants ranking for Via Coconut Point Landscape Improvements as follows: 1. Kimley-Hom and Associates, Inc.; 2. J.R. Evans Engineering, Inc.; 3. Q. Grady Minor & Associates, Inc.; 4. Agnoli Barber & Bmndage, Inc. 2) Authorized the Village Manager to execute the attached contract on behalf of the Village Council | 1) Approved consultants ranking for River Ranch Road Improvements as follows: 1. CW3 Engineering, Inc.; 2. Barraco and Associates, Inc. 3. Hole Montes, Inc. 2) Authorized staff to negotiate a contract with the Number 1 ranked firm, CW3 Engineering, Inc. to provide professional consulting services for the River Ranch Road Improvements project | Approved supporting the mission and vision of the Estero Forever Foundation as set forth in their document entitled ""Executive Overview of the Estero Forever Foundation."" | Passed first reading of Ordinance No. 2019-30 for voluntary annexation of 10 acre property at 4528, 4406 and 4410 Coconut Road and set second reading/hearing for January 8, 2020",SS,Accepted,https://your-website.com/estero-pdfs/20191204 Council Meeting Approved Minutes.pdf
20191218 Council Meeting Approved Minutes.pdf,"January 8, 2020",2020-01-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:11 am,"Approved the agenda | Authorized the Village Manager to enter into an agreement with Mark Ebelini to continue representing the Village ofEstero utilizing their Government Public Rate | Approved the Memorandum of Agreement and First Amendment, and authorized the Village Manager to take all steps necessary to complete the transaction of the Happehatchee property to the Village ofEstero. Village Council Meeting Final Action Agenda/Minutes - December 18, 2019 Page 2 of 3",TD/KH,Accepted,https://your-website.com/estero-pdfs/20191218 Council Meeting Approved Minutes.pdf
2020-01-08 Council Meeting Approved Minutes.pdf,"January 8, 2020",2020-01-08,Village Council,"4410 Coconut Road, Estero, FL",9:30 am,12:05 pm,"Approved the agenda as revised: Continue until January 22, 2020, 9:30 a.m., Agenda Item 9 (a) Ordinance No. 2019-30 Annexing Property Located at 4528, 4406 and 4410 Coconut Road, Lee County, Florida. Village Council Meeting Notes - January 8, 2020 Page 1 of6 | Approved the Consent Agenda | (1) Approved the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements. (2) Authorized the Village Manager to execute the contract on behalf ofthe Council | Motion failed due to lack of a second | Approved the lien mitigation request releasing any outstanding liens against the Property in exchange for payment of a reduced fine of$2,000.00 and $307.50 for administrative costs as recommended by the Village Attorney | Approved the settlement agreement between CHHCLA Investments, LLC and the Village of Estero pertaining to property at 20170 South Tamiami Trail, at the intersection ofUS 41 and Trailside Drive. Village Council Meeting Notes - January 8, 2020 Page 4 of6 | Passed first reading of Ordinance No. 2020-01 and scheduled second reading/public hearing for January 22, 2020",SS,Accepted,https://your-website.com/estero-pdfs/2020-01-08 Council Meeting Approved Minutes.pdf
2020-01-22 Council Meeting Approved Minutes.pdf,"January 22, 2020",2020-01-22,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:38 am,"Approved the agenda as revised, pulling Agenda Item 13 ( c) Budget and Capital Improvement Program (CIP) Presentation | 1) Approved award of Request for Bids No. RFB 2020-02, Disaster Recovery Services for the Village ofEstero to CrowderGulf Joint Venture, Inc. to provide on-call disaster recovery services as provided in the Village Council Meeting Minutes - January 22, 2020 Page 2 of6 contract for a one-year period, at the rates listed in the contract (including all Options). 2) Authorized the Village Manager to execute the contract documents on behalf of the Village ofEstero Council. 3) Granted the Village Manager the authority to renegotiate and execute the renewal of this contract for three (3) additional one (1) year terms under the same terms and conditions, if doing so is in the best interest of the Village ofEstero | 1) Approved award ofRequest for Bids No. RFB 2020-01, Disaster Debris Monitoring for the Village ofEstero to Rostan Solutions, LLC to provide on­ call disaster debris monitoring services as provided in the contract for a one­ year period, at the rates listed in the contract. 2) Authorized the Village Manager to execute the contract documents on behalf of the Village ofEstero Council. 3) Granted the Village Manager the authority to renegotiate and execute the renewal ofthis contract for three (3) additional one (1) year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero | Adopted Ordinance No. 2020-01 as",SS,Accepted,https://your-website.com/estero-pdfs/2020-01-22 Council Meeting Approved Minutes.pdf
2020-01-29 Council Meeting Approved Minutes.pdf,"January 29, 2020",2020-01-29,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:45 pm,"Approved Ordinance No. 2019-29 with revisions: (1) Condition 8 - add the following language: ""Staff will review and approve, at the time of Development Order, a plan for management of construction traffic including but not limited to posting of signs and other methods ofcommunication."" (2) Condition 19, subparagraph b., second sentence to read: ""Main Paseo walkways will be raised and constructed ofpaver bricks or similar materials."" (3) Add a new condition: ""33. Public Access Easement. Consistent with the Village Comprehensive Plan, placemaking elements including the pedestrian plaza roads and reverse frontage road, public park, promenade and public open space, and sidewalks shall be accessible to the public through dedication of a public access easement in favor ofthe Village of Estero and acceptable to the Village Attorney."" (4) Deviation 12 new wording-""Deviation 12 (Connection separation for the mixed use parcel) Deviation from LDC Section 10-285(a) [Table 1] which requires a minimum roadway connection for separation distance of60' for access roads or accessways to allow a minimum separation of 48' for the mixed use parcel access from the internal accessway serving the multi-family portion ofthe project.""",SS,Accepted,https://your-website.com/estero-pdfs/2020-01-29 Council Meeting Approved Minutes.pdf
2020-02-05 Council Meeting Approved Minutes.pdf,"February 5, 2020",2020-02-05,Village Council,"Estero Parkway, Estero, FL",9:30 am,11:36 am,"Approved the agenda as revised, pulling Agenda Item 6 (b) CN-2018-02 Miscellaneous Professional Services (Construction Engineering and Inspection Services for Estero Parkway Roadway and Landscape Improvements) | (1) Approved Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624. (2) Authorized the Village Manager to execute the amendment and any other ancillary documents on behalf ofthe Council | Reduced the fine to $0 and charged the administrative costs of $201.20",SS,Accepted,https://your-website.com/estero-pdfs/2020-02-05 Council Meeting Approved Minutes.pdf
2020-02-19 Council Meeting Approved Minutes.pdf,"February 19, 2020",2020-02-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:32 am,"Postponed two weeks | Passed first reading ofOrdinance No. 2020-02 and scheduled second reading / public hearing for March 4, 2020 | Adopted Ordinance No. 2019-23",SS,Accepted,https://your-website.com/estero-pdfs/2020-02-19 Council Meeting Approved Minutes.pdf
2020-03-04 Council Meeting Approved Minutes.pdf,"March 4, 2020",2020-03-04,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:00 pm,"Approved the agenda | Approved the Consent Agenda | Authorized the Village Manager and Public Works Director to meet with Lee County to resolve a suitable design alternative | Adopted Resolution No. 2020-01 | Approved the lien mitigation request releasing any outstanding liens against the Property in exchange for payment ofa reduced fine of$15,000 and $331 .50 for administrative costs | (1) Authorized staffthrough the Village Manager to dispose ofthe miscellaneous items and equipment left behind at the Happehatchee Center via the hiring ofa company that specializes in j unk removal and disposal. (2) Granted the Village Manager the authority to execute any ancillary documents related to the disposal on behalfofthe Village ofEstero Council | Reappointed Board Members William Glass and Michael Sheeley to the Design Review Board for two-year terms expiring March 31, 2022 and reappointed Barry Jones as Design Review Board Chairman for one year | Reappointed Board Members Anthony Gargano and John Yarbrough to the Planning and Zoning Board for three-year terms expiring March 31, 2023 and reappointed Scotty Wood as Planning and Zoning Board Chairman for one year | Adopted Ordinance No. 2020-02",SS,Accepted,https://your-website.com/estero-pdfs/2020-03-04 Council Meeting Approved Minutes.pdf
